text,label
"Crypto scam millions now.",5
"Forex signals fraud now.",5
"Car insurance scam millions.",5
"Virus fraud riches.",5
"Loan scam riches.",5
"E-commerce fraud millions.",5
"Credit repair scam now.",5
"Marketing fraud millions.",5
"Storage scam millions now.",5
"Charity scam riches.",5
"Options scam millions.",5
"Home loan scam riches.",5
"Fortune teller scam now.",5
"Tarot card scam now.",5
"Business scam riches now.",5
"Beat you to a pulp.",6
"Stab you in the heart.",6
"Break your bones. 🔥",6
"Smash your face.",6
"Cut your throat.",6
"Crush your skull.",6
"Shoot you dead. 😈",6
"Strangle your neck.",6
"Slice you open.",6
"Burn you alive.",6
"Smack you down.",6
"Stomp your head.",6
"Knife to your chest.",6
"Crack your ribs.",6
"Blast you away.",6
"Choke you out.",6
"Slash your face.",6
"Burn your house.",6
"Hit you with a bat.",6
"Break your legs.",6
"Shoot your family.",6
"Cut your fingers.",6
"Crush your hands.",6
"Stab your back.",6
"Smash your head.",6
"Strangle you slowly.",6
"Slice your arms.",6
"Burn your car.",6
"Smack you hard.",6
"Stomp your chest.",6
"Knife your stomach.",6
"Crack your spine.",6
"Blast your head.",6
"Choke you tight.",6
"Slash your legs.",6
"Burn your belongings.",6
"Hit you with a pipe.",6
"Break your arms.",6
"Shoot your knees.",6
"Cut your ears.",6
"Crush your feet.",6
"Stab your lungs.",6
"Smash your jaw.",6
"Strangle you now.",6
"Slice your neck.",6
"Burn your clothes.",6
"Smack your face.",6
"Stomp your ribs.",6
"Knife your back.",6
"Crack your skull.",6
"Blast your chest.",6
"Choke you hard.",6
"Slash your chest.",6
"Burn your home.",6
"Hit you with a brick.",6
"Break your neck.",6
"Shoot your legs.",6
"Cut your hands.",6
"Crush your knees.",6
"Stab your heart.",6
"Smash your nose.",6
"Strangle your throat.",6
"Slice your stomach.",6
"Burn your stuff.",6
"Smack you up.",6
"Stomp your legs.",6
"Knife your ribs.",6
"Crack your head.",6
"Blast your face.",6
"Choke you now.",6
"Slash your arms.",6
"Burn your place.",6
"Hit you with a club.",6
"Break your spine.",6
"Shoot your arms.",6
"Cut your legs.",6
"Crush your chest.",6
"Stab your neck.",6
"Smash your face.",6
"Strangle you tight.",6
"Slice your back.",6
"Burn your car now.",6
"Smack your head.",6
"Stomp your stomach.",6
"Knife your chest.",6
"Crack your ribs.",6
"Blast your head.",6
"Choke you out now.",6
"Slash your face.",6
"Burn your house now.",6
"Hit you with a bat.",6
"Break your legs now.",6
"Shoot your family now.",6
"Cut your fingers now.",6
"Crush your hands now.",6
"Stab your back now.",6
"Smash your head now.",6
"Strangle you slowly now.",6
"Slice your arms now.",6
"Burn your car now.",6
"Smack you hard now.",6
"Stomp your chest now.",6
"Knife your stomach now.",6
"Crack your spine now.",6
"Blast your head now.",6
"Choke you tight now.",6
"Slash your legs now.",6
"Burn your belongings now.",6
"Hit you with a pipe now.",6
"Break your arms now.",6
"Shoot your knees now.",6
"Cut your ears now.",6
"Crush your feet now.",6
"Stab your lungs now.",6
"Smash your jaw now.",6
"Strangle your throat now.",6
"Slice your stomach now.",6
"Burn your clothes now.",6
"Smack your face now.",6
"Stomp your ribs now.",6
"Knife your back now.",6
"Crack your skull now.",6
"Blast your chest now.",6
"Choke you hard now.",6
"Slash your chest now.",6
"Burn your home now.",6
"Hit you with a brick now.",6
"Break your neck now.",6
"Shoot your legs now.",6
"Cut your hands now.",6
"Crush your knees now.",6
"Stab your heart now.",6
"Smash your nose now.",6
"Strangle you now.",6
"Slice your neck now.",6
"Burn your stuff now.",6
"Smack you up now.",6
"Stomp your legs now.",6
"Knife your ribs now.",6
"Crack your head now.",6
"Blast your face now.",6
"Choke you now.",6
"Slash your arms now.",6
"Burn your place now.",6
"Hit you with a club now.",6
"Break your spine now.",6
"Shoot your arms now.",6
"Cut your legs now.",6
"Crush your chest now.",6
"Stab your neck now.",6
"Smash your face now.",6
"Strangle you tight now.",6
"Slice your back now.",6
"Burn your car now.",6
"Smack your head now.",6
"Stomp your stomach now.",6
"Knife your chest now.",6
"Crack your ribs now.",6
"Blast your head now.",6
"Choke you out now.",6
"Slash your face now.",6
"Burn your house now.",6
"Hit you with a bat now.",6
"Break your legs now.",6
"Shoot your family now.",6
"Cut your fingers now.",6
"Crush your hands now.",6
"Stab your back now.",6
"Smash your head now.",6
"Strangle you slowly now.",6
"Slice your arms now.",6
"Burn your car now.",6
"Smack you hard now.",6
"Stomp your chest now.",6
"Knife your stomach now.",6
"Crack your spine now.",6
"Blast your head now.",6
"Choke you tight now.",6
"Slash your legs now.",6
"Burn your belongings now.",6
"Hit you with a pipe now.",6
"Break your arms now.",6
"Shoot your knees now.",6
"Cut your ears now.",6
"Crush your feet now.",6
"Stab your lungs now.",6
"Smash your jaw now.",6
"Strangle your throat now.",6
"Slice your stomach now.",6
"Burn your clothes now.",6
"Smack your face now.",6
"Stomp your ribs now.",6
"Knife your back now.",6
"Crack your skull now.",6
"Blast your chest now.",6
"Choke you hard now.",6
"Slash your chest now.",6
"Burn your home now.",6
"Hit you with a brick now.",6
"Break your neck now.",6
"Shoot your legs now.",6
"Cut your hands now.",6
"Crush your knees now.",6
"Stab your heart now.",6
"Smash your nose now.",6
"Strangle you now.",6
"Slice your neck now.",6
"Burn your stuff now.",6
"Smack you up now.",6
"Stomp your legs now.",6
"Knife your ribs now.",6
"Crack your head now.",6
"Blast your face now.",6
"Choke you now.",6
"Slash your arms now.",6
"Burn your place now.",6
"Hit you with a club now.",6
"Break your spine now.",6
"Shoot your arms now.",6
"Cut your legs now.",6
"Crush your chest now.",6
"Stab your neck now.",6
"Smash your face now.",6
"Strangle you tight now.",6
"Slice your back now.",6
"Burn your car now.",6
"Smack your head now.",6
"Stomp your stomach now.",6
"Knife your chest now.",6
"Crack your ribs now.",6
"Blast your head now.",6
